N-gram turi;N-gram;Chastota
Unigram;dışarıdakilerden;1
Unigram;nişanlılığımdan;1
Unigram;bahsetmiyordu;1
Unigram;şakalaşmağa;1
Unigram;kalkanlar;1
Unigram;ağızlarının;1
Unigram;payını;1
Unigram;alıyorlar;1
Unigram;susuyorlardı;1
Unigram;kendisiydi;1
Unigram;haklı;1
Unigram;duysa;1
Unigram;yapardı;1
Unigram;sayılamazdım;1
Unigram;mevkiim;1
Unigram;büyüdüğü;1
Unigram;günün;1
Unigram;birinde;1
Unigram;hatırlı;1
Unigram;odasına;1
Unigram;taşıyorlar;1
Unigram;perdelerimi;1
Unigram;karyolamı;1
Unigram;gardrobumu;1
Unigram;değiştiriyorlardı;1
Unigram;sebebini;1
Unigram;sormağa;1
Unigram;merdivenköyünde;1
Unigram;köy;1
Unigram;düğününe;1
Unigram;gidilecekti;1
Unigram;kalabalıkça;1
Unigram;arabacının;1
Unigram;bineyim;1
Unigram;koptu;1
Unigram;kızararak;1
Unigram;arabaya;1
Unigram;bindim;1
Unigram;eskiden;1
Unigram;mutfaktan;1
Unigram;kayısı;1
Unigram;kurusu;1
Unigram;aşırmağa;1
Unigram;aşçı;1
Unigram;deyiver;1
Unigram;gayrı;1
Unigram;zatınıza;1
Unigram;hırsızlık;1
Unigram;yakışmaz;1
Unigram;söylemediği;1
Unigram;sokaktan;1
Unigram;yılda;1
Unigram;ağaca;1
Unigram;çıkmak;1
Unigram;saklanmak;1
Unigram;beklemek;1
Unigram;çıkılmazı;1
Unigram;kâmrandı;1
Unigram;vakansın;1
Unigram;günleri;1
Unigram;kovalamaca;1
Unigram;oynamakla;1
Unigram;yakalamak;1
Unigram;arıyordu;1
Unigram;şeytanlığımı;1
Unigram;tenha;1
Unigram;kıstırtmamağa;1
Unigram;sarfediyordum;1
Unigram;teklif;1
Unigram;gezintilerine;1
Unigram;yanaşmıyor;1
Unigram;ısrar;1
Unigram;ederse;1
Unigram;yanımıza;1
Unigram;birisini;1
Unigram;kaçmıyacağına;1
Unigram;lüzumsuz;1
Unigram;gevezelikler;1
Unigram;etmiyeceğine;1
Unigram;emniyetim;1
Unigram;şimdiden;1
Unigram;suali;1
Unigram;sormuştum;1
Unigram;söylediğini;1
Unigram;söylediğimi;1
Unigram;hatırlamıyormuşum;1
Unigram;yalandan;1
Unigram;cariyeniz;1
Unigram;konuştuğumuz;1
Unigram;herkese;1
Unigram;söylenemez;1
Unigram;herkes;1
Unigram;yanlış;1
Unigram;anlamayınız;1
Unigram;tipinizin;1
Unigram;tipi;1
Unigram;erkeksiniz;1
Unigram;arkadaşa;1
Unigram;söylenecek;1
Unigram;erkeğe;1
Unigram;edilemez;1
Unigram;nişanlın;1
Unigram;bozışacağız;1
Unigram;görüyorsun;1
Unigram;demekte;1
Unigram;vurursun;1
Unigram;edemiyorum;1
Unigram;duymadığım;1
Unigram;içimde;1
Unigram;vakitten;1
Unigram;kaçtığım;1
Unigram;kapana;1
Unigram;tutulmak;1
Unigram;konuşursam;1
Unigram;titriyecekti;1
Unigram;münasebetsizlik;1
Unigram;sokağa;1
Unigram;koşu;1
Unigram;geleceğini;1
Unigram;zannediyordum;1
Unigram;yavaşladım;1
Unigram;usulca;1
Unigram;kamış;1
Unigram;kanapeye;1
Unigram;oturmuştu;1
Unigram;sanıyorum;1
Unigram;baksa;1
Unigram;pişmanlığımı;1
Unigram;kaçamıyacaktım;1
Unigram;oturuşunda;1
Unigram;söylenmeğe;1
Unigram;dulun;1
Unigram;etekleri;1
Unigram;koştuğunu;1
Unigram;unutmadım;1
Unigram;pekâlâ;1
Unigram;günlerinde;1
Unigram;kazayı;1
Unigram;söylemeden;1
Unigram;geçemiyeceğim;1
Unigram;köşk;1
Unigram;halkı;1
Unigram;sağ;1
Unigram;elimin;1
Unigram;parmağının;1
Unigram;beziyle;1
Unigram;gördüler;1
Unigram;soranlara;1
Unigram;kestim;1
Unigram;ziyanı;1
Unigram;kendine;1
Unigram;yarayı;1
Unigram;sakladığımı;1
Unigram;farkedince;1
Unigram;yaramazlık;1
Unigram;saklıyorsun;1
Unigram;hekime;1
Unigram;gösterelim;1
Unigram;başımıza;1
Unigram;açar;1
Unigram;şuydu;1
Unigram;yatak;1
Unigram;odasındaki;1
Unigram;gardrobundan;1
Unigram;mendil;1
Unigram;almağa;1
Unigram;göndermişti;1
Unigram;gardrobun;1
Unigram;gözünde;1
Unigram;mavi;1
Unigram;kadife;1
Unigram;kaplı;1
Unigram;mahfaza;1
Unigram;yüzüğümdü;1
Unigram;parmağımda;1
Unigram;seyretmek;1
Unigram;hevesine;1
Unigram;koyamadım;1
Unigram;kapris;1
Unigram;pahalıya;1
Unigram;mal;1
Unigram;korktuğu;1
Unigram;yapılmıştı;1
Unigram;parmağımdan;1
Unigram;mânasız;1
Unigram;heyecan;1
Unigram;zorladım;1
Unigram;çıkarmağa;1
Unigram;çalıştım;1
Unigram;uğraştıkça;1
Unigram;parmak;1
Unigram;şişiyor;1
Unigram;daralıyordu;1
Unigram;çaresini;1
Unigram;bulacaklardı;1
Unigram;yüzükle;1
Unigram;yakalanmak;1
Unigram;parmağımı;1
Unigram;bağladım;1
Unigram;tam;1
Unigram;buldukça;1
Unigram;kapanıyor;1
Unigram;sargıyı;1
Unigram;uğraşıyordum;1
Unigram;hakikati;1
Unigram;utana;1
Unigram;sıkıla;1
Unigram;hazırlandığım;1
Unigram;kendiliğinden;1
Unigram;çıkıvermesin;1
Unigram;üzüntü;1
Unigram;sıkıntıdan;1
Unigram;zayıflamış;1
Unigram;günü;1
Unigram;hazırlığa;1
Unigram;aceleye;1
Unigram;kalabilirsin;1
Unigram;model;1
Unigram;talebe;1
Unigram;imişim;1
Unigram;olmuyorum;1
Bigram;bir şey;31
Bigram;feride dedi;16
Bigram;o kadar;13
Bigram;bir gün;12
Bigram;bu sefer;10
Bigram;ben de;10
Bigram;gibi bir;9
Bigram;yavaş yavaş;8
Bigram;kendi kendime;8
Bigram;her halde;7
Bigram;bu kadar;7
Bigram;için bir;7
Bigram;ne kadar;7
Bigram;biraz sonra;7
Bigram;bir kız;6
Bigram;ne demek;6
Bigram;büyük bir;6
Bigram;müjgân abla;6
Bigram;dedim ve;6
Bigram;bir sesle;6
Bigram;ne bileyim;5
Bigram;bu esnada;5
Bigram;değil mi;5
Bigram;bir türlü;5
Bigram;başka bir;5
Bigram;o da;5
Bigram;hafif bir;5
Bigram;ben bu;5
Bigram;kim bilir;5
Bigram;ikide birde;5
Bigram;fena halde;5
Bigram;fakat bu;5
Bigram;ayşe teyzemle;5
Bigram;bereket versin;5
Bigram;fakat o;5
Bigram;müjgân beni;5
Bigram;bir aralık;5
Bigram;olduğu gibi;4
Bigram;fakat ne;4
Bigram;biraz da;4
Bigram;de olsa;4
Bigram;kendimi tutamadım;4
Bigram;de bir;4
Bigram;bir hareketle;4
Bigram;bir tavırla;4
Bigram;tuhaf bir;4
Bigram;halde bir;4
Bigram;kocaman bir;4
Bigram;her şeyi;4
Bigram;garip bir;4
Bigram;kadar çok;4
Bigram;öyle bir;4
Bigram;olmasına rağmen;4
Bigram;müjgân da;4
Bigram;her gün;4
Bigram;abla dedim;4
Bigram;biraz daha;4
Bigram;benim için;4
Bigram;o zaman;4
Bigram;haydi feride;3
Bigram;şimdi de;3
Bigram;ne çare;3
Bigram;çare ki;3
Bigram;çare yoktu;3
Bigram;etmek lâzım;3
Bigram;amma ne;3
Bigram;kâmran bu;3
Bigram;bunun için;3
Bigram;bir küçük;3
Bigram;ve bir;3
Bigram;on beş;3
Bigram;hemen hemen;3
Bigram;kadar güzel;3
Bigram;bunu bana;3
Bigram;dedi ben;3
Bigram;saçma sapan;3
Bigram;elini uzattı;3
Bigram;fakat ben;3
Bigram;ben daha;3
Bigram;aşağı yukarı;3
Bigram;bir gürültü;3
Bigram;bir ses;3
Bigram;bir şeyler;3
Bigram;bu çocuğu;3
Bigram;seviyorum ki;3
Bigram;ki bu;3
Bigram;benim tarafımdan;3
Bigram;aksi gibi;3
Bigram;diye bir;3
Bigram;maamafih bu;3
Bigram;niçin bu;3
Bigram;iki gün;3
Bigram;mesudolsun zavallı;3
Bigram;sefer de;3
Bigram;de ben;3
Bigram;bir insan;3
Bigram;böyle bir;3
Bigram;son derece;3
Bigram;zavallı müjgân;3
Bigram;olduğu için;3
Bigram;bir tecrübe;3
Bigram;feride diye;3
Bigram;o gün;3
Bigram;hem de;3
Bigram;dedim müjgân;3
Bigram;değilim ki;3
Bigram;senin için;3
Bigram;dedim ben;3
Bigram;ne güzel;3
Bigram;bayırın kenarına;3
Bigram;de öyle;3
Bigram;saçlarımı okşıyarak;3
Bigram;ne istersen;3
Bigram;için değil;3
Bigram;teyzemle müjgân;3
Bigram;ilâve etti;3
Bigram;aralık bir;3
Bigram;imkânı yok;3
Bigram;yüz yüze;3
Bigram;geldiğimiz zaman;3
Bigram;birkaç gün;3
Bigram;misafir misafiri;3
Bigram;misafiri çekemez;3
Bigram;ister gibi;3
Bigram;ikimiz de;3
Bigram;bir sabah;3
Bigram;zengin bir;3
Bigram;doğru yürümeğe;3
Bigram;mi feride;3
Bigram;hızlı hızlı;3
Bigram;beni de;3
Bigram;bir parçacık;3
Bigram;teyze dedim;3
Bigram;bir ayna;2
Bigram;gibi şimdi;2
Bigram;kim olduğunu;2
Bigram;allah cezasını;2
Bigram;cezasını versin;2
Bigram;bu hareketime;2
Bigram;ne yapalım;2
Bigram;başka çare;2
Bigram;uzun bir;2
Bigram;bir parça;2
Bigram;lâzım geliyordu;2
Bigram;ne de;2
Bigram;olur fakat;2
Bigram;imkân yok;2
Bigram;dedi yalancı;2
Bigram;yalancı bir;2
Bigram;küçük bir;2
Bigram;bilmiyorum fakat;2
Bigram;bir çocuktunuz;2
Bigram;büyük insanlara;2
Bigram;benzer bir;2
Bigram;bir genç;2
Bigram;da ben;2
Bigram;ben neden;2
Bigram;şey yok;2
Bigram;bir bebek;2
Bigram;bakmakta devam;2
Bigram;devam ediyordu;2
Bigram;feride bu;2
Bigram;hayret eder;2
Bigram;eder gibi;2
Bigram;doğrusu aranırsa;2
Bigram;demek istediğimi;2
Bigram;sinirli bir;2
Bigram;hemen resmî;2
Bigram;resmî bir;2
Bigram;ermiş yetişmiş;2
Bigram;yetişmiş bir;2
Bigram;etti feride;2
Bigram;şey değildir;2
Bigram;kâmranın bu;2
Bigram;bu sözleri;2
Bigram;fakat öyle;2
Bigram;yüzüne baktım;2
Bigram;bir baş;2
Bigram;çok mersi;2
Bigram;yazık olur;2
Bigram;bir şeyden;2
Bigram;olacağım ki;2
Bigram;ki kuzenim;2
Bigram;dilimi çıkardım;2
Bigram;iki tarafa;2
Bigram;olmadığı için;2
Bigram;şimdi artık;2
Bigram;için de;2
Bigram;parluvarın yanındaki;2
Bigram;olan bu;2
Bigram;biraz evvel;2
Bigram;belli etmeden;2
Bigram;ne göreyim;2
Bigram;olduğunu söyliyerek;2
Bigram;hiç şüphem;2
Bigram;doğru bir;2
Bigram;şey değil;2
Bigram;değil amma;2
Bigram;sütninenin torunu;2
Bigram;senelerden beri;2
Bigram;gibi oldu;2
Bigram;çocuğu o;2
Bigram;çıktı dedi;2
Bigram;rica ederim;2
Bigram;tekrar ediyor;2
Bigram;yahut da;2
Bigram;her hangi;2
Bigram;hangi bir;2
Bigram;ki kâmran;2
Bigram;de gülmeğe;2
Bigram;gülmeğe başladı;2
Bigram;bana bir;2
Bigram;bu zavallı;2
Bigram;bir suvenir;2
Bigram;anlıyor musun;2
Bigram;bana bunun;2
Bigram;tekrar tekrar;2
Bigram;soluk soluğa;2
Bigram;başka türlü;2
Bigram;hiçbir şey;2
Bigram;rağmen yine;2
Bigram;yine bir;2
Bigram;dedi kendimi;2
Bigram;kendimi tutamıyarak;2
Bigram;birdenbire bir;2
Bigram;ne dedim;2
Bigram;ki bir;2
Bigram;gülerek ne;2
Bigram;ehemmiyetli bir;2
Bigram;bir mesele;2
Bigram;varmış gibi;2
Bigram;daha fazla;2
Bigram;de diye;2
Bigram;ben senin;2
Bigram;mesut dul;2
Bigram;bir yerde;2
Bigram;bana da;2
Bigram;fakat beni;2
Bigram;sefer bari;2
Bigram;bari mesudolsun;2
Bigram;alaycı bir;2
Bigram;mi dedim;2
Bigram;cevap verdi;2
Bigram;fakat artık;2
Bigram;o yaz;2
Bigram;bir seyahat;2
Bigram;malûm ya;2
Bigram;bunlardan biri;2
Bigram;bir de;2
Bigram;ben onu;2
Bigram;ve onu;2
Bigram;abla diye;2
Bigram;abla benim;2
Bigram;gibi gözlerini;2
Bigram;gibi kendi;2
Bigram;olduğu halde;2
Bigram;ciddî ve;2
Bigram;ve nazik;2
Bigram;beraber yine;2
Bigram;fakat sonradan;2
Bigram;de buna;2
Bigram;çok güzel;2
Bigram;küçük hanım;2
Bigram;ne yapacağız;2
Bigram;deli çocuk;2
Bigram;tecrübe edelim;2
Bigram;havaya kaldırdım;2
Bigram;kendini kurtarmağa;2
Bigram;diye gülüyordu;2
Bigram;gülüyordu fakat;2
Bigram;bir kelime;2
Bigram;gözlerini kapıyor;2
Bigram;müjgân bir;2
Bigram;iki genç;2
Bigram;bulmakta güçlük;2
Bigram;bir an;2
Bigram;durakladıktan sonra;2
Bigram;sonra ben;2
Bigram;marika diye;2
Bigram;diye tekrar;2
Bigram;müjgânla kol;2
Bigram;kol kola;2
Bigram;bir süvari;2
Bigram;yokmuş gibi;2
Bigram;gidip geliyor;2
Bigram;gün o;2
Bigram;o yine;2
Bigram;yüzüme baktı;2
Bigram;demek istiyorsun;2
Bigram;ki artık;2
Bigram;başladı ben;2
Bigram;ben mi;2
Bigram;için biraz;2
Bigram;ben öyle;2
Bigram;arkasından koşulacak;2
Bigram;koşulacak bir;2
Bigram;kız değilim;2
Bigram;o gece;2
Bigram;denize doğru;2
Bigram;var feride;2
Bigram;cevap verdim;2
Bigram;bir kahkaha;2
Bigram;dedim o;2
Bigram;biliyor musun;2
Bigram;atmağa başladım;2
Bigram;bir kaya;2
Bigram;ne dese;2
Bigram;dese beğenirsiniz;2
Bigram;dedi bir;2
Bigram;ne dedin;2
Bigram;sinsi sarı;2
Bigram;bırak beni;2
Bigram;allah aşkına;2
Bigram;mutlaka geri;2
Bigram;hatır için;2
Bigram;aldatmak için;2
Bigram;daha çocuğum;2
Bigram;başladım o;2
Bigram;oradan oraya;2
Bigram;beni yalnız;2
Bigram;sabaha karşı;2
Bigram;bir gece;2
Bigram;sana karşı;2
Bigram;sen de;2
Bigram;benimle beraber;2
Bigram;dedi sonra;2
Bigram;akşam üstü;2
Bigram;daha iyi;2
Bigram;bir sonbahar;2
Bigram;kadar biz;2
Bigram;işimizi bitiririz;2
Bigram;geldiği zaman;2
Bigram;dedi kim;2
Bigram;bize doğru;2
Bigram;dedi ve;2
Bigram;yok ne;2
Bigram;ne işi;2
Bigram;ben bilâkis;2
Bigram;zaman ben;2
Bigram;bir yabancı;2
Bigram;arkama sakladım;2
Bigram;sonra ayşe;2
Bigram;yere vurdum;2
Bigram;devam etti;2
Bigram;güzel bir;2
Bigram;lüzum yok;2
Bigram;gülmeğe başladık;2
Bigram;birkaç dakika;2
Bigram;ben onun;2
Bigram;şey var;2
Bigram;var ki;2
Bigram;müjgân peki;2
Bigram;karşı karşıya;2
Bigram;karşıya geldiğimiz;2
Bigram;aziz eniştem;2
Bigram;yolumu kesti;2
Bigram;merdiven parmaklığı;2
Bigram;parmaklığı arasındaki;2
Bigram;komik bir;2
Bigram;amma dedim;2
Bigram;dedi fakat;2
Bigram;serbest kalan;2
Bigram;dönük olduğu;2
Bigram;doğru geldiğini;2
Bigram;ne o;2
Bigram;evet amma;2
Bigram;buna itiraz;2
Bigram;itiraz etti;2
Bigram;dedi bu;2
Bigram;bir yere;2
Bigram;allah esirgesin;2
Bigram;ihtiyar balıkçı;2
Bigram;feride diyordu;2
Bigram;diyordu ben;2
Bigram;şey bir;2
Bigram;hiddetle denize;2
Bigram;yürümeğe başladım;2
Bigram;bir his;2
Bigram;gittikten sonra;2
Bigram;ve bunun;2
Bigram;de beni;2
Bigram;ki benim;2
Bigram;onun için;2
Bigram;gibi arasıra;2
Bigram;yürüdükten sonra;2
Bigram;bayıra tırmanmağa;2
Bigram;cesaret edemiyerek;2
Bigram;büyük suç;2
Bigram;daha doğrusu;2
Bigram;ne münasebet;2
Bigram;münasebet dedim;2
Bigram;salıncağa atladım;2
Bigram;bizi de;2
Bigram;kâmranın bana;2
Bigram;feride abla;2
Bigram;korkmayız korkmayız;2
Bigram;sonra beni;2
Bigram;uslu uslu;2
Bigram;haydi haydi;2
Bigram;diye cevap;2
Bigram;parçacık daha;2
Bigram;onunla yüz;2
Bigram;başımı önüme;2
Bigram;dedi şimdi;2
Bigram;çocukluk etme;2
Bigram;gün sonra;2
Bigram;besime teyzem;2
Bigram;nişanlı gibi;2
Bigram;onun da;2
Bigram;ki ben;2
Bigram;bir nişan;2
Bigram;beni bir;2
Bigram;teyzem beni;2
Bigram;dedim bu;2
Bigram;zannerderim ki;2
Bigram;sene var;2
Bigram;böyle olmakla;2
Bigram;olmakla beraber;2
Bigram;kimse bana;2
Bigram;bana nişanlı;2
Bigram;bir kere;2
Bigram;cesaret edemiyordum;2
Bigram;müjgândan başka;2
Bigram;bu benim;2
Bigram;her şey;2
Bigram;galiba ben;2
Bigram;tatilin son;2
Bigram;bir sargı;2
Bigram;dedi haritalarını;1
Bigram;haritalarını olduğu;1
Bigram;gibi bırak;1
Bigram;bırak misafirini;1
Bigram;misafirini gör;1
Bigram;gör haritaları;1
Bigram;haritaları olduğu;1
Bigram;gibi bırakayım;1
Bigram;bırakayım âlâ;1
Bigram;âlâ fakat;1
Bigram;fakat misafiri;1
Bigram;misafiri hangi;1
Bigram;hangi suratla;1
Bigram;suratla görmeğe;1
Bigram;görmeğe gideyim;1
Bigram;gideyim yanımdaki;1
Bigram;yanımdaki arkadaşım;1
Bigram;arkadaşım önlüğünün;1
Bigram;önlüğünün cebinden;1
Bigram;cebinden minimini;1
Bigram;minimini bir;1
Bigram;ayna çıkarmış;1
Bigram;çıkarmış benimle;1
Bigram;benimle eğlenir;1
Bigram;eğlenir gibi;1
Bigram;gibi önüme;1
Bigram;önüme koymuştu;1
Bigram;koymuştu yüzümün;1
Bigram;yüzümün hele;1
Bigram;hele ağzımın;1
Bigram;ağzımın hali;1
Bigram;hali felâketti;1
Bigram;felâketti yazı;1
Bigram;yazı yazarken;1
Bigram;yazarken kalemi;1
Bigram;kalemi ağzıma;1
Bigram;ağzıma soktuğum;1
Bigram;soktuğum gibi;1
Bigram;de fırçayı;1
Bigram;fırçayı ağzıma;1
Bigram;ağzıma sokmuştum;1
Bigram;sokmuştum dudaklarım;1
Bigram;dudaklarım yol;1
Bigram;yol yol;1
Bigram;yol sarı;1
Bigram;sarı kırmızı;1
Bigram;kırmızı mor;1
Bigram;mor boyalara;1
Bigram;boyalara boyanmıştı;1
Bigram;boyanmıştı bunları;1
Bigram;bunları ne;1
Bigram;ne mendille;1
Bigram;mendille ne;1
Bigram;ne hattâ;1
Bigram;hattâ su;1
Bigram;su veya;1
Bigram;veya sabunla;1
Bigram;sabunla çıkarmama;1
Bigram;çıkarmama imkân;1
Bigram;imkân olmadığını;1
Bigram;olmadığını hattâ;1
Bigram;hattâ uğraşırsam;1
Bigram;uğraşırsam büsbütün;1
Bigram;büsbütün sıvaştıracağımı;1
Bigram;sıvaştıracağımı biliyordum;1
Bigram;biliyordum kâmranın;1
Bigram;kâmranın ehemmiyeti;1
Bigram;ehemmiyeti yok;1
Bigram;yok tabiî;1
Bigram;tabiî onun;1
Bigram;onun karşısına;1
Bigram;karşısına hangi;1
Bigram;hangi çehreyle;1
Bigram;çehreyle çıkmayı;1
Bigram;çıkmayı canım;1
Bigram;canım isterse;1
Bigram;isterse öyle;1
Bigram;öyle yaparım;1
Bigram;yaparım fakat;1
Bigram;fakat gelenin;1
Bigram;gelenin kim;1
Bigram;olduğunu öğrenerek;1
Bigram;öğrenerek kıs;1
Bigram;kıs kıs;1
Bigram;kıs gülen;1
Bigram;gülen arkadaşlarıma;1
Bigram;arkadaşlarıma karşı;1
Bigram;karşı ben;1
Bigram;ben kuryapan;1
Bigram;kuryapan hattâ;1
Bigram;hattâ nişanlanmağa;1
Bigram;nişanlanmağa hazırlanan;1
Bigram;hazırlanan bir;1
Bigram;kız vaziyetindeyim;1
Bigram;vaziyetindeyim hay;1
Bigram;hay allah;1
Bigram;versin koridordan;1
Bigram;koridordan çıkarken;1
Bigram;çıkarken gözüme;1
Bigram;gözüme ilişen;1
Bigram;ilişen bir;1
Bigram;ayna sıkıntımı;1
Bigram;sıkıntımı büsbütün;1
Bigram;büsbütün arttırdı;1
Bigram;arttırdı o;1
Bigram;kadar ki;1
Bigram;ki parluvarın;1
Bigram;parluvarın önü;1
Bigram;önü boş;1
Bigram;boş olaydı;1
Bigram;olaydı belki;1
Bigram;belki de;1
Bigram;de içeri;1
Bigram;içeri girmiyecektim;1
Bigram;girmiyecektim fakat;1
Bigram;ki ortada;1
Bigram;ortada bu;1
Bigram;hareketime mâna;1
Bigram;mâna verecek;1
Bigram;verecek yabancılar;1
Bigram;yabancılar dolaşıyordu;1
Bigram;dolaşıyordu ne;1
Bigram;yapalım artık;1
Bigram;artık olan;1
Bigram;olan olmuştu;1
Bigram;olmuştu kapıyı;1
Bigram;kapıyı hızla;1
Bigram;hızla açarak;1
Bigram;açarak fırtına;1
Bigram;fırtına gibi;1
Bigram;gibi içeri;1
Bigram;içeri atıldım;1
Bigram;atıldım kâmran;1
Bigram;kâmran pencerenin;1
Bigram;pencerenin yanında;1
Bigram;yanında ayakta;1
Bigram;ayakta duruyordu;1
Bigram;duruyordu doğruca;1
Bigram;doğruca yanına;1
Bigram;yanına gitsem;1
Bigram;gitsem ne;1
Bigram;bileyim meselâ;1
Bigram;meselâ biribirimizin;1
Bigram;biribirimizin elini;1
Bigram;elini tutmak;1
Bigram;tutmak lâzım;1
Bigram;lâzım gelecekti;1
Bigram;gelecekti kuzenimin;1
Bigram;kuzenimin kadın;1
Bigram;kadın eli;1
Bigram;eli gibi;1
Bigram;gibi temiz;1
Bigram;temiz ve;1
Bigram;ve süslü;1
Bigram;süslü ellerini;1
Bigram;ellerini ıslak;1
Bigram;ıslak ellerimin;1
Bigram;ellerimin boyasiyle;1
Bigram;boyasiyle berbadedecektim;1
Bigram;berbadedecektim gözüme;1
Bigram;gözüme masanın;1
Bigram;masanın üstünde;1
Bigram;üstünde yine;1
Bigram;yine sırma;1
Bigram;sırma tellerle;1
Bigram;tellerle birbirine;1
Bigram;birbirine bağlı;1
Bigram;bağlı paketler;1
Bigram;paketler ilişti;1
Bigram;ilişti bunların;1
Bigram;bunların bana;1
Bigram;bana ait;1
Bigram;ait olduğunu;1
Bigram;olduğunu anladım;1
Bigram;anladım artık;1
Bigram;artık işi;1
Bigram;işi gürültüye;1
Bigram;gürültüye getirmekten;1
Bigram;getirmekten ellerimin;1
Bigram;ellerimin dudaklarımın;1
Bigram;dudaklarımın boyalarını;1
Bigram;boyalarını bir;1
Bigram;bir çocuk;1
Bigram;çocuk deliliği;1
Bigram;deliliği perdesi;1
Bigram;perdesi altında;1
Bigram;altında saklamaktan;1
Bigram;saklamaktan başka;1
Bigram;yoktu siyah;1
Bigram;siyah önlüğümün;1
Bigram;önlüğümün eteklerini;1
Bigram;eteklerini tutarak;1
Bigram;tutarak kutuların;1
Bigram;kutuların önünde;1
Bigram;önünde muhteşem;1
Bigram;muhteşem ve;1
Bigram;ve uzun;1
Bigram;bir reverans;1
Bigram;reverans yaptım;1
Bigram;yaptım bu;1
Bigram;esnada parmaklarımı;1
Bigram;parmaklarımı biraz;1
Bigram;da eteklerime;1
Bigram;eteklerime silmek;1
Bigram;silmek ihtiyacını;1
Bigram;ihtiyacını ihmal;1
Bigram;ihmal etmedim;1
Bigram;etmedim sonra;1
Bigram;sonra kutulara;1
Bigram;kutulara elimle;1
Bigram;elimle birkaç;1
Bigram;birkaç sıkı;1
Bigram;sıkı öpücük;1
Bigram;öpücük göndererek;1
Bigram;göndererek bir;1
Bigram;parça da;1
Bigram;da dudağımın;1
Bigram;dudağımın boyalarını;1
Bigram;boyalarını hafiflettim;1
Bigram;hafiflettim kâmran;1
Bigram;kâmran gülerek;1
Bigram;gülerek yanıma;1
Bigram;yanıma yaklaşmıştı;1
Bigram;yaklaşmıştı biraz;1
Bigram;da ona;1
Bigram;ona iltifat;1
Bigram;iltifat etmek;1
Bigram;geliyordu bunlar;1
Bigram;bunlar ne;1
Bigram;ne büyük;1
Bigram;büyük iltifatlar;1
Bigram;iltifatlar kâmran;1
Bigram;kâmran beyefendi;1
Bigram;beyefendi dedim;1
Bigram;dedim gerçi;1
Bigram;gerçi şokolalar;1
Bigram;şokolalar fondanlar;1
Bigram;fondanlar biraz;1
Bigram;biraz kılıcımızın;1
Bigram;kılıcımızın hakkı;1
Bigram;hakkı amma;1
Bigram;olsa insan;1
Bigram;insan mahcuboluyor;1
Bigram;mahcuboluyor evvelki;1
Bigram;evvelki günkü;1
Bigram;günkü kutuda;1
Bigram;kutuda bir;1
Bigram;bir nevi;1
Bigram;nevi fondan;1
Bigram;fondan vardı;1
Bigram;vardı inşallah;1
Bigram;inşallah onların;1
Bigram;onların hemşirelerine;1
Bigram;hemşirelerine bu;1
Bigram;bu yeni;1
Bigram;yeni kutularda;1
Bigram;kutularda da;1
Bigram;da tesadüf;1
Bigram;tesadüf etmek;1
Bigram;etmek mümkün;1
Bigram;mümkün olur;1
Bigram;fakat hakikaten;1
Bigram;hakikaten tarifine;1
Bigram;tarifine imkân;1
Bigram;yok insan;1
Bigram;insan onları;1
Bigram;onları ağzında;1
Bigram;ağzında eritirken;1
Bigram;eritirken yüreği;1
Bigram;yüreği de;1
Bigram;de beraber;1
Bigram;beraber eriyor;1
Bigram;eriyor kâmran;1
Bigram;sefer zannederim;1
Bigram;zannederim daha;1
Bigram;daha kıymetli;1
Bigram;kıymetli bir;1
Bigram;şey bulacaksın;1
Bigram;bulacaksın feride;1
Bigram;bir telâş;1
Bigram;telâş ve;1
Bigram;ve sabırsızlıkla;1
Bigram;sabırsızlıkla onun;1
Bigram;onun gösterdiği;1
Bigram;gösterdiği kutuyu;1
Bigram;kutuyu açtım;1
Bigram;açtım içinden;1
Bigram;içinden iyi;1
Bigram;iyi yaldızlı;1
Bigram;yaldızlı kitap;1
Bigram;kitap çıktı;1
Bigram;çıktı bunlar;1
Bigram;bunlar noel;1
Bigram;noel yortularında;1
Bigram;yortularında küçük;1
Bigram;küçük çocuklara;1
Bigram;çocuklara hediye;1
Bigram;hediye edilen;1
Bigram;edilen resimli;1
Bigram;resimli bebek;1
Bigram;bebek masalları;1
Bigram;masalları kabilinden;1
Bigram;kabilinden şeylerdi;1
Bigram;şeylerdi kuzenim;1
Bigram;kuzenim her;1
Bigram;halde anlamadığım;1
Bigram;anlamadığım bir;1
Bigram;bir sebeple;1
Bigram;sebeple benimle;1
Bigram;benimle eğlenmek;1
Bigram;eğlenmek istemiş;1
Bigram;istemiş olacaktı;1
Bigram;olacaktı sırf;1
Bigram;sırf bunun;1
Bigram;için buraya;1
Bigram;buraya kadar;1
Bigram;kadar zahmet;1
Bigram;zahmet ettiyse;1
Bigram;ettiyse ayıp;1
Bigram;ayıp doğrusu;1
Bigram;doğrusu ona;1
Bigram;ona küçük;1
Bigram;bir ders;1
Bigram;ders vermek;1
Bigram;vermek sırası;1
Bigram;sırası gelmiş;1
Bigram;gelmiş miydi;1
Bigram;miydi acaba;1
Bigram;acaba bilmiyorum;1
Bigram;fakat kendimi;1
Bigram;tutamadım boyalı;1
Bigram;boyalı dudaklarıma;1
Bigram;dudaklarıma uymıyacak;1
